# dataset name                analysis name               signal region                                               sig95(exp)     sig95(obs)        ||    efficiency     stat           
defaultset                    atlas_exot_2016_27            EM1                                                         4.3167399      4.3750402       ||    0.0293000      0.0016091      
defaultset                    atlas_exot_2016_27            EM2                                                         0.3615185      0.5503299       ||    0.0441000      0.0019589      
defaultset                    atlas_exot_2016_27            EM3                                                         1.0316478      1.6940393       ||    0.0501000      0.0020814      
defaultset                    atlas_exot_2016_27            EM4                                                         0.2999971      0.3331584       ||    0.1146000      0.0030392      
defaultset                    atlas_exot_2016_27            EM5                                                         0.1360035      0.1937418       ||    0.0839000      0.0026451      
defaultset                    atlas_exot_2016_27            EM6                                                         0.1065393      0.1778028       ||    0.0483000      0.0020456      
defaultset                    atlas_exot_2016_27            EM7                                                         0.0902348      0.1273551       ||    0.0284000      0.0015849      
defaultset                    atlas_exot_2016_27            EM8                                                         0.1046820      0.1818311       ||    0.0151000      0.0011635      
defaultset                    atlas_exot_2016_27            EM9                                                         0.0903938      0.1098051       ||    0.0108000      0.0009862      
defaultset                    atlas_exot_2016_27            IM1                                                         0.7260332      1.2254347       ||    0.4342000      0.0047290      
defaultset                    atlas_exot_2016_27            IM2                                                         0.4553524      0.8163421       ||    0.4049001      0.0046834      
defaultset                    atlas_exot_2016_27            IM3                                                         0.2889456      0.5363040       ||    0.3608000      0.0045819      
defaultset                    atlas_exot_2016_27            IM4                                                         0.1777802      0.2959587       ||    0.3107000      0.0044154      
defaultset                    atlas_exot_2016_27            IM5                                                         0.0989431      0.2186128       ||    0.1961000      0.0037882      
defaultset                    atlas_exot_2016_27            IM6                                                         0.0841789      0.1742953       ||    0.1122000      0.0030113      
defaultset                    atlas_exot_2016_27            IM7                                                         0.0857565      0.1210915       ||    0.0639000      0.0023335      
defaultset                    atlas_exot_2016_27            IM8                                                         0.0959309      0.1411503       ||    0.0355000      0.0017655      
defaultset                    atlas_exot_2016_27            IM9                                                         0.1082473      0.1120056       ||    0.0204000      0.0013488      
defaultset                    atlas_exot_2016_27            IM10                                                        0.1594407      0.1727901       ||    0.0096000      0.0009303      

