# dataset name                analysis name               signal region                                               sig95(exp)     sig95(obs)        ||    efficiency     stat           
defaultset                    atlas_exot_2016_27            EM1                                                         4.5351616      4.6049112       ||    0.0277000      0.0015658      
defaultset                    atlas_exot_2016_27            EM2                                                         0.3722269      0.5630361       ||    0.0430000      0.0019355      
defaultset                    atlas_exot_2016_27            EM3                                                         1.0216412      1.6730973       ||    0.0507000      0.0020931      
defaultset                    atlas_exot_2016_27            EM4                                                         0.2947358      0.3299901       ||    0.1162000      0.0030576      
defaultset                    atlas_exot_2016_27            EM5                                                         0.1359630      0.1924205       ||    0.0842000      0.0026494      
defaultset                    atlas_exot_2016_27            EM6                                                         0.1037624      0.1735782       ||    0.0496000      0.0020715      
defaultset                    atlas_exot_2016_27            EM7                                                         0.0953741      0.1341870       ||    0.0269000      0.0015436      
defaultset                    atlas_exot_2016_27            EM8                                                         0.1054068      0.1826305       ||    0.0151000      0.0011635      
defaultset                    atlas_exot_2016_27            EM9                                                         0.0906515      0.1102526       ||    0.0107000      0.0009816      
defaultset                    atlas_exot_2016_27            IM1                                                         0.7237821      1.2295348       ||    0.4346000      0.0047295      
defaultset                    atlas_exot_2016_27            IM2                                                         0.4543349      0.8134470       ||    0.4069000      0.0046871      
defaultset                    atlas_exot_2016_27            IM3                                                         0.2852527      0.5307765       ||    0.3638999      0.0045904      
defaultset                    atlas_exot_2016_27            IM4                                                         0.1759314      0.2944258       ||    0.3132000      0.0044251      
defaultset                    atlas_exot_2016_27            IM5                                                         0.0979646      0.2176333       ||    0.1970000      0.0037948      
defaultset                    atlas_exot_2016_27            IM6                                                         0.0839604      0.1729885       ||    0.1128000      0.0030183      
defaultset                    atlas_exot_2016_27            IM7                                                         0.0867569      0.1228685       ||    0.0632000      0.0023215      
defaultset                    atlas_exot_2016_27            IM8                                                         0.0944643      0.1375644       ||    0.0363000      0.0017845      
defaultset                    atlas_exot_2016_27            IM9                                                         0.1039657      0.1078322       ||    0.0212000      0.0013744      
defaultset                    atlas_exot_2016_27            IM10                                                        0.1456099      0.1589940       ||    0.0105000      0.0009725      

