# dataset name                analysis name               signal region                                               sig95(exp)     sig95(obs)        ||    efficiency     stat           
defaultset                    atlas_exot_2016_27            EM1                                                         4.4792141      4.5294598       ||    0.0282000      0.0015795      
defaultset                    atlas_exot_2016_27            EM2                                                         0.3629718      0.5505039       ||    0.0440000      0.0019568      
defaultset                    atlas_exot_2016_27            EM3                                                         0.9767743      1.5953378       ||    0.0531000      0.0021394      
defaultset                    atlas_exot_2016_27            EM4                                                         0.3076063      0.3437302       ||    0.1109000      0.0029960      
defaultset                    atlas_exot_2016_27            EM5                                                         0.1325215      0.1881474       ||    0.0866000      0.0026834      
defaultset                    atlas_exot_2016_27            EM6                                                         0.1055369      0.1767425       ||    0.0484000      0.0020476      
defaultset                    atlas_exot_2016_27            EM7                                                         0.1030386      0.1450841       ||    0.0249000      0.0014867      
defaultset                    atlas_exot_2016_27            EM8                                                         0.0987845      0.1708027       ||    0.0161000      0.0012008      
defaultset                    atlas_exot_2016_27            EM9                                                         0.1031128      0.1258354       ||    0.0094000      0.0009207      
defaultset                    atlas_exot_2016_27            IM1                                                         0.7267206      1.2292349       ||    0.4327998      0.0047272      
defaultset                    atlas_exot_2016_27            IM2                                                         0.4581546      0.8168655       ||    0.4045999      0.0046829      
defaultset                    atlas_exot_2016_27            IM3                                                         0.2873999      0.5349405       ||    0.3606000      0.0045813      
defaultset                    atlas_exot_2016_27            IM4                                                         0.1798519      0.2993494       ||    0.3075000      0.0044028      
defaultset                    atlas_exot_2016_27            IM5                                                         0.0993816      0.2182380       ||    0.1966000      0.0037919      
defaultset                    atlas_exot_2016_27            IM6                                                         0.0861031      0.1774107       ||    0.1100000      0.0029853      
defaultset                    atlas_exot_2016_27            IM7                                                         0.0892109      0.1253561       ||    0.0616000      0.0022939      
defaultset                    atlas_exot_2016_27            IM8                                                         0.0932843      0.1362147       ||    0.0367000      0.0017939      
defaultset                    atlas_exot_2016_27            IM9                                                         0.1070039      0.1104529       ||    0.0206000      0.0013552      
defaultset                    atlas_exot_2016_27            IM10                                                        0.1365890      0.1490850       ||    0.0112000      0.0010041      

