# dataset name                analysis name               signal region                                               sig95(exp)     sig95(obs)        ||    efficiency     stat           
defaultset                    atlas_exot_2016_27            EM1                                                         4.4346804      4.5260657       ||    0.0283000      0.0015822      
defaultset                    atlas_exot_2016_27            EM2                                                         0.3746746      0.5680065       ||    0.0427000      0.0019290      
defaultset                    atlas_exot_2016_27            EM3                                                         1.0124333      1.6620060       ||    0.0510000      0.0020990      
defaultset                    atlas_exot_2016_27            EM4                                                         0.2998309      0.3326871       ||    0.1143000      0.0030357      
defaultset                    atlas_exot_2016_27            EM5                                                         0.1321751      0.1881191       ||    0.0866000      0.0026834      
defaultset                    atlas_exot_2016_27            EM6                                                         0.1032940      0.1731812       ||    0.0496000      0.0020715      
defaultset                    atlas_exot_2016_27            EM7                                                         0.0961183      0.1363447       ||    0.0266000      0.0015353      
defaultset                    atlas_exot_2016_27            EM8                                                         0.1033198      0.1790036       ||    0.0154000      0.0011749      
defaultset                    atlas_exot_2016_27            EM9                                                         0.0984566      0.1203044       ||    0.0098000      0.0009399      
defaultset                    atlas_exot_2016_27            IM1                                                         0.7239725      1.2293341       ||    0.4344000      0.0047293      
defaultset                    atlas_exot_2016_27            IM2                                                         0.4552231      0.8135271       ||    0.4060999      0.0046856      
defaultset                    atlas_exot_2016_27            IM3                                                         0.2855601      0.5321751       ||    0.3634000      0.0045890      
defaultset                    atlas_exot_2016_27            IM4                                                         0.1763167      0.2947762       ||    0.3124000      0.0044220      
defaultset                    atlas_exot_2016_27            IM5                                                         0.0984068      0.2171225       ||    0.1981000      0.0038027      
defaultset                    atlas_exot_2016_27            IM6                                                         0.0848380      0.1748242       ||    0.1115000      0.0030030      
defaultset                    atlas_exot_2016_27            IM7                                                         0.0879787      0.1248859       ||    0.0619000      0.0022991      
defaultset                    atlas_exot_2016_27            IM8                                                         0.0967240      0.1419840       ||    0.0353000      0.0017607      
defaultset                    atlas_exot_2016_27            IM9                                                         0.1112231      0.1156077       ||    0.0199000      0.0013325      
defaultset                    atlas_exot_2016_27            IM10                                                        0.1510410      0.1644391       ||    0.0101000      0.0009540      

