# analysis name               signal region                                               sig95(exp)     sig95(obs)        ||    efficiency     stat           
atlas_exot_2016_27            EM1                                                         4.1860080      4.2518557       ||    0.0300000      0.0016276      
atlas_exot_2016_27            EM2                                                         0.3887618      0.5878060       ||    0.0412000      0.0018963      
atlas_exot_2016_27            EM3                                                         0.9879987      1.6138195       ||    0.0527000      0.0021318      
atlas_exot_2016_27            EM4                                                         0.3043831      0.3404144       ||    0.1125000      0.0030148      
atlas_exot_2016_27            EM5                                                         0.1314229      0.1857727       ||    0.0875000      0.0026960      
atlas_exot_2016_27            EM6                                                         0.1066614      0.1777714       ||    0.0482000      0.0020436      
atlas_exot_2016_27            EM7                                                         0.0958322      0.1355414       ||    0.0267000      0.0015381      
atlas_exot_2016_27            EM8                                                         0.1058323      0.1832558       ||    0.0150000      0.0011597      
atlas_exot_2016_27            EM9                                                         0.1002817      0.1220857       ||    0.0097000      0.0009351      
atlas_exot_2016_27            IM1                                                         0.7263381      1.2294043       ||    0.4342998      0.0047291      
atlas_exot_2016_27            IM2                                                         0.4591418      0.8184947       ||    0.4043000      0.0046823      
atlas_exot_2016_27            IM3                                                         0.2854574      0.5315230       ||    0.3630998      0.0045882      
atlas_exot_2016_27            IM4                                                         0.1773653      0.2965533       ||    0.3104000      0.0044142      
atlas_exot_2016_27            IM5                                                         0.0985561      0.2166068       ||    0.1979000      0.0038013      
atlas_exot_2016_27            IM6                                                         0.0856366      0.1766250       ||    0.1104000      0.0029900      
atlas_exot_2016_27            IM7                                                         0.0879703      0.1246180       ||    0.0622000      0.0023043      
atlas_exot_2016_27            IM8                                                         0.0964775      0.1413068       ||    0.0355000      0.0017655      
atlas_exot_2016_27            IM9                                                         0.1074032      0.1115190       ||    0.0205000      0.0013520      
atlas_exot_2016_27            IM10                                                        0.1415449      0.1537164       ||    0.0108000      0.0009862      

