# analysis name               signal region                                               sig95(exp)     sig95(obs)        ||    efficiency     stat           
atlas_exot_2016_27            EM1                                                         4.4485440      4.4957493       ||    0.0284000      0.0015849      
atlas_exot_2016_27            EM2                                                         0.3835569      0.5783936       ||    0.0418000      0.0019095      
atlas_exot_2016_27            EM3                                                         1.0281784      1.6770339       ||    0.0505000      0.0020892      
atlas_exot_2016_27            EM4                                                         0.3001115      0.3318328       ||    0.1147000      0.0030403      
atlas_exot_2016_27            EM5                                                         0.1315395      0.1868542       ||    0.0866000      0.0026834      
atlas_exot_2016_27            EM6                                                         0.1034185      0.1714699       ||    0.0500000      0.0020794      
atlas_exot_2016_27            EM7                                                         0.1033932      0.1461782       ||    0.0247000      0.0014809      
atlas_exot_2016_27            EM8                                                         0.1058329      0.1835102       ||    0.0150000      0.0011597      
atlas_exot_2016_27            EM9                                                         0.0980648      0.1194936       ||    0.0099000      0.0009446      
atlas_exot_2016_27            IM1                                                         0.7314042      1.2338904       ||    0.4322999      0.0047266      
atlas_exot_2016_27            IM2                                                         0.4586426      0.8168862       ||    0.4039000      0.0046816      
atlas_exot_2016_27            IM3                                                         0.2873003      0.5333844       ||    0.3621000      0.0045855      
atlas_exot_2016_27            IM4                                                         0.1775421      0.2962321       ||    0.3116000      0.0044189      
atlas_exot_2016_27            IM5                                                         0.0984416      0.2176800       ||    0.1969000      0.0037940      
atlas_exot_2016_27            IM6                                                         0.0857754      0.1770298       ||    0.1103000      0.0029888      
atlas_exot_2016_27            IM7                                                         0.0910780      0.1281880       ||    0.0603000      0.0022712      
atlas_exot_2016_27            IM8                                                         0.0962559      0.1406393       ||    0.0356000      0.0017679      
atlas_exot_2016_27            IM9                                                         0.1067911      0.1108322       ||    0.0206000      0.0013552      
atlas_exot_2016_27            IM10                                                        0.1427672      0.1555865       ||    0.0107000      0.0009816      

