# dataset name                analysis name               signal region                                               sig95(exp)     sig95(obs)        ||    efficiency     stat           
defaultset                    atlas_exot_2016_27            EM1                                                         4.4644430      4.5225987       ||    0.0283000      0.0015822      
defaultset                    atlas_exot_2016_27            EM2                                                         0.3727366      0.5636101       ||    0.0430000      0.0019355      
defaultset                    atlas_exot_2016_27            EM3                                                         0.9972232      1.6361272       ||    0.0521000      0.0021203      
defaultset                    atlas_exot_2016_27            EM4                                                         0.2983176      0.3317599       ||    0.1143000      0.0030357      
defaultset                    atlas_exot_2016_27            EM5                                                         0.1335281      0.1899243       ||    0.0856000      0.0026693      
defaultset                    atlas_exot_2016_27            EM6                                                         0.1098950      0.1846146       ||    0.0464000      0.0020069      
defaultset                    atlas_exot_2016_27            EM7                                                         0.0952728      0.1342518       ||    0.0269000      0.0015436      
defaultset                    atlas_exot_2016_27            EM8                                                         0.1023718      0.1774781       ||    0.0155000      0.0011786      
defaultset                    atlas_exot_2016_27            EM9                                                         0.0977436      0.1193740       ||    0.0099000      0.0009446      
defaultset                    atlas_exot_2016_27            IM1                                                         0.7258282      1.2343885       ||    0.4322001      0.0047264      
defaultset                    atlas_exot_2016_27            IM2                                                         0.4599099      0.8191051       ||    0.4039000      0.0046816      
defaultset                    atlas_exot_2016_27            IM3                                                         0.2872878      0.5358096       ||    0.3608999      0.0045822      
defaultset                    atlas_exot_2016_27            IM4                                                         0.1789430      0.2986865       ||    0.3088000      0.0044079      
defaultset                    atlas_exot_2016_27            IM5                                                         0.0999652      0.2208220       ||    0.1945000      0.0037765      
defaultset                    atlas_exot_2016_27            IM6                                                         0.0862470      0.1792275       ||    0.1089000      0.0029721      
defaultset                    atlas_exot_2016_27            IM7                                                         0.0880236      0.1236036       ||    0.0625000      0.0023095      
defaultset                    atlas_exot_2016_27            IM8                                                         0.0957756      0.1402050       ||    0.0356000      0.0017679      
defaultset                    atlas_exot_2016_27            IM9                                                         0.1094450      0.1135844       ||    0.0201000      0.0013390      
defaultset                    atlas_exot_2016_27            IM10                                                        0.1491437      0.1634321       ||    0.0102000      0.0009587      

