# analysis name               signal region                                               sig95(exp)     sig95(obs)        ||    efficiency     stat           
atlas_exot_2016_27            EM1                                                         4.5619746      4.6232791       ||    0.0277000      0.0015658      
atlas_exot_2016_27            EM2                                                         0.3579420      0.5434148       ||    0.0447000      0.0019716      
atlas_exot_2016_27            EM3                                                         1.0441239      1.7055905       ||    0.0498000      0.0020755      
atlas_exot_2016_27            EM4                                                         0.2947176      0.3301599       ||    0.1163000      0.0030587      
atlas_exot_2016_27            EM5                                                         0.1354456      0.1919046       ||    0.0847000      0.0026565      
atlas_exot_2016_27            EM6                                                         0.1059069      0.1774388       ||    0.0485000      0.0020496      
atlas_exot_2016_27            EM7                                                         0.0993123      0.1403837       ||    0.0258000      0.0015126      
atlas_exot_2016_27            EM8                                                         0.1006209      0.1740796       ||    0.0158000      0.0011898      
atlas_exot_2016_27            EM9                                                         0.1054096      0.1293270       ||    0.0092000      0.0009109      
atlas_exot_2016_27            IM1                                                         0.7281336      1.2289097       ||    0.4331000      0.0047276      
atlas_exot_2016_27            IM2                                                         0.4562194      0.8140732       ||    0.4054000      0.0046843      
atlas_exot_2016_27            IM3                                                         0.2883123      0.5355990       ||    0.3606999      0.0045816      
atlas_exot_2016_27            IM4                                                         0.1780852      0.2955256       ||    0.3109000      0.0044162      
atlas_exot_2016_27            IM5                                                         0.1002254      0.2204210       ||    0.1946000      0.0037772      
atlas_exot_2016_27            IM6                                                         0.0856984      0.1778101       ||    0.1099000      0.0029841      
atlas_exot_2016_27            IM7                                                         0.0888960      0.1253816       ||    0.0614000      0.0022904      
atlas_exot_2016_27            IM8                                                         0.0959731      0.1405517       ||    0.0356000      0.0017679      
atlas_exot_2016_27            IM9                                                         0.1115636      0.1153990       ||    0.0198000      0.0013292      
atlas_exot_2016_27            IM10                                                        0.1437721      0.1574525       ||    0.0106000      0.0009771      

